run,autoridade,atributo,tamanho eg1g1ai,tamanho g1yi
243,n50omeÛYoobÉWqbãçl,wáP9xjsmtt,124,124
146,bLãyâknouçÕtPrlASSaD1SYXÉbL,á9ÂVcjAÇHnû1LÁI4JÚaQCaBgdZ,124,124
198,Ã0Y7çG1rB,1ûlzZS2Mb9çpÊhêÚÇERSVjoEO,124,124
447,ÉivcH3GhhféWsQ4GÛR8UaBjÉQB,âyCFg4tg,124,124
362,KTk3L,F2ÕAHLáMErWi,124,124
191,2oTddÇÛá4WwdlkSduâõrúFEêÊKNaad,VimBétÂznUrtGFkBJF,124,124
242,5ubIFuFaÕyÉjD_ZpX_WLhL0ZÕ,PKâjvzáKÚJAFúéxãMTVáAg2êãe7jFR,124,124
444,LfÂzfJãpûmYHÁ2,ÇpJ_dÂcYQ037ÇrÉzMvÂSq,124,124
363,ZZÉáb0HyrwnÉzuZZnvÕÛá9QtKPÇÊK,OÊRYswN5X,124,124
202,xÃhaÚcNMs7á9QcCUÃClMPxDÚMLjã,v4qDpb8ÕxqI_zÚ_,124,124
446,KTQAÉ,VvgrHÉHmDâj0rLSWwÕAÚoV05Léw,124,124
43,wIqÚaWõbjvÕCçX2DzgE28uOYr,09rDCWf1AÕv5VTBq,124,124
108,Ak2u6U0SoqV2dk,bqUISDptFF7XúdpûhScakçvG,124,124
95,CâYÛVâb,9dJ84E9LaãQVovhé4oCfÛâqúIÊeéB,124,124
398,JUZÉRHúCÛUml8b,h_Nsi4xJKwÛÚlioGec9k7ê,124,124
482,2LGPTIê4jiWRVQ,zcÚ2uWWVjMBUTZRGXIHgfHIkSl,124,124
54,27ÛÊrPLá3rB0kguâmNÇhmpGO,SbR47FYÚâ,124,124
53,eP9m6yGdGRt8RCXSdvhfÊûAfRVú,CJ3vUÊAHqei0,124,124
399,vujI78howBE6ÂZ,HsiWÁluçxiVg7KSVçJYãSZfEH,124,124
483,rou5Q2zyÁxwãHPkÉâÉqáy2Úu8XGõÚ,yáCAãBn_ÚÉÕxÉVeõnÛVl_rdúRÁfúQ,124,124
99,ÕNÉ9õd_QCuhgEAl,jADUJt5JcwbWw,124,124
69,UHs_awmAêtNVGúz,oç3P68A4ÇÊÛÃmkw7SaFEêÚ,124,124
400,_RzQÇUÇáfZF3rS,a_A441âéÕûGbÂxWHH4sCaRMqTCln,124,124
484,WÉboSB2N1Ûtfr2DMÉ2X,gxÇpg_1RxBçxyâÕA,124,124
103,nnçooõT5GçnsÕJiÃn,NJ_ÇZN1LMdA9MgFC,124,124
107,b1He0Clcâ8ÛAYNQújZv,8IeWsãç160êYÊpQÂ5i,124,124
52,PçMõÊWEÛ,raMopÊ5cÛéq7AêlvXRGZJYÊbG,124,124
401,mziáMfYcÊÉj6p,d3AvQaÁEpSná38êvcpÕê,124,124
485,ww6u5UÂÁõp7qi7xÇû7Uâ1,çF3VÁAéBMBg,124,124
78,éEVFSiSQÉçICtnûRT1eÊvã,sx9u0Bû5eQJnCqHéÁç,124,124
100,06úcDáâÚâÂoAjfÁUá,çC0ÉáÉFlQXãXKoo4ÃZUZIDJÕ7Sv9Ês,124,124
51,RFâÃáçÊ2ÛYkdsÁ3Kw_fZ_12OuNEûb2,qXUJnyPI,124,124
402,6ÃxãÉáMf1úTIÁ4guqXá0eéKeé,HXJçKGÕÁURn0ÇuDûSÁ7YlDQâN4ÉWy4,124,124
486,CAv9u7Ç,jEEGÁbVH0jÛébrXê4B6âÉAc75ÂEiÚL,124,124
76,omAçXúeB,y0ç9FÇOõuÊSOtéá7EM5rÊ7fET,124,124
403,hFÃq9áãw6,ã8vyZVcxbv,124,124
487,JvUTWX38pÃ7PDZFn41Tuq,rxv15ÛÉÃinqwXdBÚCX6éqÂPhmgtRuÊ,124,124
50,L_AûAYJ0HpsÁ51wdhtÊ4afBZVWm,Oãwêwû9çÛM,124,124
102,8gdWPéwVqCûE3eMHTLÛ9bmwâuI,t4ÇHs2ZnCHWáq7d9zKWcéQkukJ1ã,124,124
75,HõG2úwÚQ6JAéKh0ÊVQEEs,doCy5GQamxoâãjÂ4_Õâky,124,124
104,9é6ÂHê,cVyeáj5YKk4ShhéZSê8gTWL,124,124
404,YnnjhÇÁû,LKçTVgFAkMtW,124,124
101,3éÃXW0E2dro6hÕÃgn97AYÇANd,ULuj8pÂPõ1OfÁéiL,124,124
488,SqPATÃaEMxLsvHYÕZd3vÇÃ_Si8,j5ézÛâ8K2Mp1ê08SEZc,124,124
405,qJÂJk_Ê,v6PÂ1oêuKD5IMéYWbGsnúê,124,124
489,ÛuExÂNkAhãúS,yDÛûWbmÕMjnUupÇBC5q_,124,124
49,pnckRÛJjAÊ,Çb1ÕUéF01704vW,124,124
109,cPpvBqayR7V3C,Âá2ADUp728UCÃIuãrHHERaâ8âpvF,124,124
74,6FÃT8áSzernC,x0oF0ûMõçÃXvleL8TõGLHUleG161r,124,124
406,û2IyNsRÊÚÛPÇÉ6bçHql4ê0ûÕ,KMpkç,124,124
490,yiX05X9múIJxQéICFêqqéÚtJUY,9RxÂÉÚTcc0LeoÛçW1YÁ06WhW,124,124
48,pLeo12b5wdêê7ÇHq,LVCgÊÊyChF,124,124
407,PkêXrÁNqÁ,UUÕiZdtheãF,124,124
491,URûõÚÕkú0bÁ,3kltÕtÁVWMnTb4GvÁhYB6TCS0Z,124,124
77,ÂXÉubâa06tõRõyÉkÊYUrmAFgafç,éG4iYRpICHã9XcçHhLcR9WÁ,124,124
408,y_7Û_cRM,ÛCêFbwYXL4xidCâúõGX,124,124
492,bÊ8TKNFYêÂGyDy4s4yFUû9Oã_7Jg,KCJu_çc0AMÁe7k1ÕêyÃsÚlAÕJf,124,124
47,aZUkFnvn1Laõ__õOûkxÃ,5FÂ3IUGÛLpaõMêaAckD7drmÂtZAM5B,124,124
97,zfrPB7V,I0OrlÚhÕch,124,124
106,02dbtKesOgÚsÃÂRtlm,2Q8çõkBvNv3É,124,124
409,t2nV4pDÇINff9qXlkÁQyzOÃÃfPoy,PSEA6KÉÚPKNWÉÃUlK54CIÂÊlUûpa,124,124
493,3WxaaâÂO2_ÃÉçCDc5I,DmQlWgjvwW1,124,124
96,võOãf,rêBQgEfúF4cXbâH6ÉçaÉ8,124,124
410,BYû4O8BTM3Ie_8Á5ÁcESÂ3,xRcÊHdûIb,124,124
494,éLt7Û5õ4çJthêe6Cx_yâÚ,BvEOúJ0H15sSIbiUnç,124,124
46,fNÉdjÂU7ÉÚÇ,H9qÕ5,124,124
68,2awU8MaY,éûLnÇ68fYawÂKÁúwÂÛiw2rfên,124,124
411,Áá3eKVYwqH3Bç_Ábgm_ãsSé1w,Bê7âPDÛXéoáKDgKbêZÚÇê3kúhsRoLÊ,124,124
495,_éãu0ny7kújz9UáCTÉPlrOÃ,iHz0ÁIcwwpâT8qÊrÊãQÁõwûEO1û,124,124
45,ÂéRçQ_ÛúAÁVGZXIFrJ8DmÂ,octPRULLgãÛzÂûyHúcTÉb_ÊWáAPXzT,124,124
412,SafyãééGYâkT_FBUAl_cnã5féwi,8ÂéûYáYqQAÛçMytMr,124,124
496,njifmE,UwQâXQ,124,124
105,ÂzUtJBúûiVybõédâéuRzkY,FO1kRéz5Â,124,124
413,4RqJPgZ26xQft_Qavsw0EéEBgkj4,U4uâ9xFhaUgpÊHJ8Y_ûlá,124,124
497,ÇÊÊMtFvzÊêBxpgK5ÁGfBz,uXêuûh9qWQRRÊgL7ZWûKV,124,124
44,LiépÊyâNã_8,YvuS3ÉXoégÇá18e2çMp_Gl2Aj,124,124
98,éjuDdúáBo0YÛYéedl7yzb,1õrÇy63T,124,124
414,2vPOXxMxêGÊÕG,áé5êBRr1TFõvÊ4ãip6ésÊ,124,124
498,çõCáma,ÂIdAt7ÇûêiG3pmiDÛÛqdZÂa,124,124
285,OH5yPYCTÉÊméBBYPNw,EBWpoeUHUênMP,124,124
41,ádObráÛhéHãÚZYw5ûAYÚ8,Ji4DávçhrfVámalJ9,124,124
282,eBM8Cçáu0T9u7á1gxwÇfêúIÇynêFÁr,FsFÊeTj92sGÉqxaYI,124,124
40,ZGhÃkZp,ÇAnúvZÊHÇÕntõDúéfN,124,124
286,peoyEC,mÕAâiJg2Kã,124,124
289,gaYb3ASuFá3FYs,drFûwsõNCgÊUúé6jb4V,124,124
283,ÚSbçpuFKûLbÉQÁ45JH6Á2a,jeáÃOH5AIêÕÃRoÛ5c3Sgé,124,124
287,Hm3âKÛBeO,PyCEÁH5WêçqbJ_wyevçx,124,124
288,úXrÁ6CnÊZ,heI1ÕsOWyé,124,124
284,PZTKdwuãP82âOTÕpMe,50RatBfÕ,124,124
290,4sSv261áêú24Ht6,FkbrSBUGJúwbÇÁÊqMÊW,124,124
291,5XcUaéEâFrÂã1K,kCLAfyWãPfD,124,124
292,ryRãY22Izé8kÊ0écÚ,q4ÁõÛvkEgdMÚLEÉD2ÚÂûxOyyêPû,124,124
293,Lz4KHibqC0dBVxR,M4Azq95ZdnK8zaWRÇHxf,124,124
294,dBbÁreeD4,çéZâqSLpfBâo0AuIcZFTÚú7Wqç,124,124
295,WnlLK3pú9_8DkjKoêÛBúJ,ATãHHgVvx87ÁIÂOÊEHaA,124,124
296,5ZmqhRÉ,JnjTÁXûrH,124,124
209,F94ÛQKr5cêânWM,ÃJFCÇ8QM1Kr,124,124
167,JêûrrÂZz2ÊÉMG08cWHcÃyhx_Cp9,wPÛHKcYqIDvoeõOyAB,124,124
213,HqMcQMECJÃEâ8ãHyGMÁq,oPãÕHQjÁPmptyÚéGT4õRM14ÇãyáÛpÇ,124,124
169,J1kÂ3USPg11S,s7êfBBsY4WSõ3rOeOAsÇQÊbw,124,124
499,EêÛâfjVzoÁPsâÛ3Y,ljO6õÊuRvYáaÇOJnUPêaRyûnr,124,124
218,SçPShÇÕvtâTz7õ,S126_jãOÊqN,124,124
215,RW32nqÛ2éHZÃ,kN3_ProcÁ8KeÕLazXÛÉõesavP8,124,124
207,eHwÁâ,X97qo8P,124,124
160,ImÁÇNaÛkIdTam3N9GJmcrc,MhrjÂÃiAZEiÇÕpAVÃe6ihGÊInûkho,124,124
211,R0BGmjj_féyXiÃ85fÁq7úu,õq6tJR,124,124
168,ucÉéMjETYuCrNZ7EcÃ7Crkuçsê,FSâdzGEsXdatÂ73KrÛL9qOeÛC6,124,124
166,ÛGE14NpdéJçAWTç,3õKnnYÂjaâdÂéF25çTJuI,124,124
156,2pNÃc8ÇúGcjúLxyHãx,ÉBâêqWâkUvpç9_,124,124
214,jyáp9dAúÊQwpÂunvDJÇT3ZêJNX,_hFOyaWjKFiRwy1U_9ã8ãC7N,124,124
204,nF3kwL6cT24aZTO77ÛIoQ3ûHlÊcPTA,VBxõ1IkA1eGGOÃOQúVâuÚW,124,124
216,f9MçiFÚGapPÇÇsfU,vLRAVtVKÚWÇOHax3âZNwJ,124,124
157,NHE2crB2W5ÇÊIKM43EGEYTú,ûÇHNV2YplFFÂHã8ac,124,124
219,g8rykÁhygwihwQÊfÁCh1v7,âAUÊIw2EêJi,124,124
171,1çrKéfvUGBYéUáÛoVCf6oOFatIéÇ6â,êaAlAIkS9lRZ__5áplq8,124,124
172,çMOcQNmCêwkhXDLoWÛS6ûúOGryNeÁ,û8âãRK_WKRsÁêêûTg97cgSZRlYn,124,124
205,P9NLbcÃ,2g2gÂÚmJ5MZçH,124,124
206,7ÚSLú4ãYêx72N8IzÛÂCUqâHL9ÕKsÁi,QvnúcY,124,124
158,NFáTcÛtR9Ã1Yr5_CqeR_,sâúÕêSÉCWWû,124,124
163,dSâD2vêEqNxx,ObÛúúTçUbj6QkqnFYHtjzj,124,124
164,ÚdkFxpûPYçTÉjoE1pZIV5aegmHwEÛt,39rJibnyIptno2VA,124,124
165,Rf3ÂIÛkú4RB,põÛráDNQÕH6ÂPIeBQ3l,124,124
210,_lÚ3DvPUkÂÃmÇ4KézÂ6N6e0B,M9Ç3ãVç3l,124,124
161,É3âUÕ,TbÚB93Ûi5ççÉúHuGRpqÁON,124,124
170,qL8ÃÊeI58ÚÇÕ5TDãgt7ã,wPdkVyM80o,124,124
159,7xXPvÂNQWVuxaÃÇDõYCq,çSCÃÕáhD2FcûkNúc9mMÁ04L,124,124
203,7êvõg00rhbLnJHQúúisWa4JãtF,ÂáMÃJiL_vÂÇûbÛbÕ79SAÃÉfwWSÇc,124,124
212,Mtqaãkúmé4r67âTáxyw9UÁWERy,QwbûÚFTYâXê9DHSlm6,124,124
217,3Kq8âQi196E,uuYoáNpEúfwr,124,124
162,êAeÕBD3MÇõxAU7edoãbÊÕFaê_ué,kÇ1VRÃiÊûsÚOeã2,124,124
208,õsúûFBW9jéç7fJ8Iá,4t9sõRPJzZÕp,124,124
448,YB12Uwõ9hHáOãuUÃ,fqJGRSyIkiyãoBRCRMLêlwúgFqJU,124,124
314,UmAúUJõYZYÕR9fpÉÃ,lÕTkMÉSBMWMÕVÊIFEgVÕE3lFVâA_çY,124,124
449,FF91r2SiBõKr2tkâUxgMo,âbs1CÛ5nX8IÉûgI2bg39fawHzkÂJÂO,124,124
315,ÉãQO0zYaXJAÇvÚu4WblCõHuâU_7hû,T3RvãUMxûÛÉvulÃâf890fF3mWÃY,124,124
450,qÇnaJ7WWG8C6é,TrIhdBgCK,124,124
316,8YJVguEVdUEÕqÇKD,iXdb7a,124,124
451,yUqJNmLnpÛrfõYjLoC,pBUkiOx4fu2áKwçCn7qwb,124,124
317,û1É59ÛûÊÚFUKÃo,8YiEÁÃu,124,124
452,qKB3JáÁmxÂGEgC3_fDeEék3ÃÚ,6Õ9PãFx,124,124
318,USÉkUZZ2ZêzJâÕM3ÚÕEss1n_k,jÊÕõ4õgõf2Vfun,124,124
453,aÚtxuÉu3srÃ8KõûsZú,o9b5QJwMúÁÃWÇ,124,124
319,ÁSâã_njÂM,vuiûY1DPÊJ,124,124
454,QeJqx9Û2ÕBtÛãtwxÊsBçÃ7Jg,tûMfõh_1cWMIêrÕÛ2WÉ,124,124
320,zãD0aK6H,Ej1YÛhOÁÁã5ZÉ,124,124
455,gFkâÛW0IoêE,Úh7éWFdO9boqTLgRwh,124,124
321,ÃclVGÚ0,AL6ûFvA,124,124
456,jYDQ4EtÁIvájd,mKMChçÉx26JÃmaWoaâxdk7qFdeAOY,124,124
322,6õ974rKTwd_QéÛ9ctx1j,BD3úpB0dWÛÃJXjlfÁ2âigHkn088Ûç,124,124
457,ÊAJk0UTáM80pLp,vDÃGá_âl80NdLzUTaÁdDeBhÚr,124,124
323,8Eç206âGLrTkNQmúcLÉzfF7kEã,yÕWwáNX,124,124
458,Ã3ZKéâ2CqRû3XYoOÊZ3VIlE0,4BEé7,124,124
324,úw15TbCII,4áWyjniX,124,124
459,zTVRÚGamiyl1Pá_R,47VGZmpUçúdVhIçOá7U,124,124
325,hqÛSaGÁtgbÉVãÚûe,ÊqGÉHST2úúv_VIzâJêAúJ,124,124
460,u2ÃHhûûÉûkÃâÉup37UÕûHõá,1wO9VjBsHLx0WP,124,124
326,héxTÕGDeûIqaNêRuçywÇb7q87,ÛXMÇsmFú8zt8hY,124,124
42,qSêúFçYêXpÕÛLZDõyoZG,Éé20çORZZ9lZSR9zÉ_6fxxy,124,124
461,3áQ8Me4PgâSõÉv_ÊOõ,mLééOûÊFs7zSJAB1wZkaR,124,124
327,vVIHOâ,nlçSSGÃûéj3uO,124,124
462,9loS1ÕêÇLWCútbábRHúMyVutúÊyv3Ê,_tK7_PAÊÂátFVÊFFlE9VkY0w,124,124
328,nãJ1vÃULúÃwêaáâWCWâxHwQUt,47_éYÉÂP1uléB9N,124,124
463,o7hKcMLkCáÕBLÁWÊqSy9qIhNbÃgB6,0_yÇftÂLW4q7lpÚ_Ãr,124,124
329,GoViÕâÁÊdõjyâÊÁM,ÃdGMYÚwEMT9VeÚ76W3j1,124,124
464,12QÁEPbRBTûBEÃât4sûOH9,Êé8ZZgÕjIBa2LUAáu1úõQêãz,124,124
330,pDkNÕRx8BzzQ1oUhYRRK2áãZKÚêd,BwÊarlJABQ_uIúns,124,124
22,7wûlHUDVZÕÃ4Õy194fHÕÃemn,AF1dPGLQkezâKfÁn4Hb4tRxGrmiç,124,124
38,XIçeáãD_QJY5S86t2V,_êGúãegtEPUf,124,124
364,ÛÕxânLgOVéÂÁjOlHdrBR,5j8sfÕtkÂRq2ápZE60ÇywÕf01e,124,124
465,p5j7q6êqJEzIgt2JÊsnzAgzdmÁg4h,WRhúIyWEãC,124,124
12,ehLlféê,CuútP1VDNhrW8_2HçW3TpKxÛÃ,124,124
14,RTâ68éJ,kOÂÁmÂ6rK,124,124
265,kaÃFsQêKtQfRaMbi7Á,2õÇáQ733XéçPQocX,124,124
11,kK0EumúbjÕLBéKÕÉPp4ijnWXÛYIXjf,_Õ2ÉGI,124,124
365,kÚDauús1ê_fU,ápJÕ4G6ERIdgÕxd,124,124
466,cVMúãBÁ9ULtÕHZR,Ry128rçéGzFÃ9õêcÚjÛú2ÚÊmL,124,124
90,noPsvfs_OÛêDp,Stwvãû9ÕDSÛXktÇMú8eêÊÃPGD0Êé,124,124
131,êBjuKKSÊK9áUXVSHTÛYÉ,UÉLko97ZehDBakÃuIbÚiuoM,124,124
89,JvIze_áZçJúÃ1iYFnOÁ,QtzZNPQsEasÚJA,124,124
258,jnJxÇe2RXB37úkH4uûxokvyOdâ,MVp5N1XDopZoÛvÇOV0wrkdnyIU,124,124
37,84koOõPxéWI1,RLnÇÇKjKmYKáwGWoTÂu,124,124
366,2QÇRxPDB9Û6U,GLzlBúÕaULo6ÁÃAk2wHõ,124,124
467,ÚyFUwiFâlx,ÂpWõF1e7RÚ5ûûÊél5qêHcFFA6QG,124,124
133,ÉThú0cÁõU8ÇmKegÃAqvFQ,M7W5ukPZSX1YÂU,124,124
36,scYé9Ukd03Yolp1u,oo5trmNYaÊ8hrQ,124,124
88,VXe_7_u5áÉvgEyéçKâÛPâmJã1háêQ,jãIk0WÚnrgÚ7q1L7EÂQXJW4Hs,124,124
128,8bMS8FoKSBDmÂG,C4ÃséÊYmWâlr8iá_,124,124
367,58J_CÉYÂDVHN,ûiarcJúUiP,124,124
10,OUmgT1TklO5R,AÇgGkPMuMÛláeÇ3ÕÊzwlfã,124,124
73,L2EPÊãUCCÚÃRi7KgQ,tÕqJgfkÃoÁGbQUYãÇIã,124,124
468,bWBpçsÕ0,ZaÂ9m,124,124
20,2É4Úû_OéÊ6OUeN,J8rÛÇ0,124,124
257,çmbI_AÁSçB5iahOÛ81CQÛÕwiê_l,õTHÊpEmkÊT5JâHÊÉÇÉUÛYfIgwlFCi,124,124
7,ûGBlp,odKâFÁSebE3aSSÃrûpWMÊG4xFfçEÃq,124,124
253,êmqeVmYHoÊêûçUâsÚOnv2JbbhXá,sx2FFrQh2_1WIXÁV1Á6u6,124,124
9,YiLv1zúOÃúÕÃlÊÕdQÇD,ojNNÕMçÃQ,124,124
368,cNvHvÚM932WG6SÁc9u,mRulÇRÕEOûx__6MâwC,124,124
72,UGouZEoûOÇÁzufuFUOÉ,L6CÁLlAçmMuGçÇBõcpsHDAÃd,124,124
469,iÊÚêtpúûKIÚÃÕ7AZdc9,XûoêjhyFÚQlWuvoãT,124,124
35,ãuÊû0DnINxégÁÊ0úYÊqjErSaV8Û9,ÁÊvpKxOõKV54ÛwXÂ5sbODh,124,124
134,bqyjbÁRCJoPçCjér,Pwé9qãYyhln5úFUDbXõ,124,124
19,YfZMYÃpzlHND_cZ8uõsJçhÚ,PÕÇq_RRFsaú16h76aqW,124,124
369,éEtFJjt0J9ÕÊkfB7Hç,Y6ÚgeâVõJ_UÛ4û,124,124
137,ÃkCGÂPTEÚQEC2ââMaI,R1ÊáÕõKkfplÂqhq_8__2ÊLOÂ,124,124
470,LÃy1DA0qHÚ4U,áãQYáÚinDwzçUq_XqcçÁkcçXQ,124,124
94,xn1GYQHDqg71YlPWÉQHÁXâGCãb,úgtWpQûdiâzrÉaçâg4bM,124,124
127,_frápÃD,Rêw7pÉaJQ15UÚúOGÕ6owSN,124,124
135,o3hjqgûdiêUFoééh,fÁúJ5CxGi83iZzâÉZFp,124,124
370,lGY2JGyuõsJrÃPOévÚRZFRDRC,56Bê3egÃa1BhiGÊFÇK,124,124
8,5ÇeCT4PHSbãâeBqvêIÉg,a7YÃ3781ÚygçiCA,124,124
471,ÁOlHMgifqêwDÁz,jyPXêYvêGxêxMç,124,124
126,ÇIUYã9éc8És7aggWnWWkHâ,tçVGâdBvû,124,124
263,ámqtÚY,âcp0GF6XUI8Éoã,124,124
86,BZáCA9dO,M5_4eNfrzxÁ,124,124
141,2ÛXdMd_KdnPAs,f6xfdêqqRqÊWC,124,124
34,Éf6wÁNAÛâÕo20ob,JoÁSgfVÇdgO4XVDeÃFSjÕÇNeÕBG5c,124,124
93,BhÃ4úçdCoDÛS3Áã1Ék9POÃVû,ysÕKa05fHmsÇ7,124,124
371,JVYQ2lLdúitKÁFxêRc8cQ4cêÇ,c1Lk7U,124,124
71,RGtLc2YEUdãyúTkSvlw,IdfJgHcémi,124,124
472,Btz9pEhGD9U,Õ2rBrIÇÕohLqdWXzdqgFYJ4tz,124,124
136,24âl0WDtV,Mf218nZbÕ2g5MújÂyQõÃXYSEODizZ,124,124
33,5qxjKÁêdqÇZÂaÕXpshg,UÂûgâN5â9_ã6ûã,124,124
254,OozsFMç,zûmmâÉÛTLoWHBnSu5HOsmAW,124,124
3,3ntvÂNR3ADÛfYÊÁç3c,ÚndEÚáG,124,124
16,mLûÛÊSQÉNlo9Õ7ÕpÂrât,OûwÚPwãKÚâcÇÂkKê2HLm9ã,124,124
372,K60ZPco,3Úd_VYÛTÊW3WÕEé5ZcÕRAtgMDûV,124,124
17,c_wãe6qiAQJã_KÊOÂpLNtx4zry1,P5ú1kÂêRtçWÚú4QÛSÚ,124,124
473,xBaY_g2Siv6QzTuCçAãbõYlGâg,RÃçwÃQfnP4MyvfvvUWt,124,124
250,JDhAéÊûFáSÚ0õB70ÂvÛGUâz,PjaáRLrp2LéfsLGõKfb,124,124
21,uÊNaUseYû8ptçêúV0,éwTÚaa,124,124
39,iMDUEAb1ÃbbD1vYÃiRJdWÛÂû,CÉYdTphÇ13SGtISÇHiÕûZ1W4NbÁ3q,124,124
83,SABÉ5IÛT,YfmúwZ3FwRquM1tmÛJÃáGjgku,124,124
129,sYahfõÚpû,ÃXeAEFaúXEP,124,124
91,LR0R8b,_grdc,124,124
18,gûXç1ûS0z4LWkIn9fûÇQûy,ÉXÛPváxW33ÉiaE,124,124
373,ÃZPékâÚL8jIx_ãQrYoçLCfzVç3w0r,âdcCÛ8qEÇõyoBoÉ0XHp8r,124,124
6,J3gWsrxç,qgjr4YR_Z_FCoéiM5jg_õguXM,124,124
474,1ÁÃHK4HuqÇy1Tr5ÊwPÁâMG3ãb5ÉF0z,hJx2HÕãÁ3TXYH,124,124
32,ê9HâGXApÂUK0XêaQÚnÊÃÊûLn,ÂWcFmrmlúGÉkgMãRS5ÊuEUT1w,124,124
87,_ãéb8DrIfõdvnIJ4çvcHV9úõJyJopa,92SÊXÁãYStkãqyÕp0Â2TlEúZ_Õê,124,124
374,ÂÂyUsMCwycR5F8x0çãú1QcVj,uK3bêÂE57ekYãÊÉXãÛ8Lg11obmg,124,124
475,Ê2ÁÛqPÚSBDc,cÕOrOréF0V5IO2auãâA,124,124
252,ãIdWénÛOúBhIuDyçõVûn,êAW6OeFItÛÂQágE6úoÇ8Q,124,124
255,iÇúJkqcáWJgm_êkÚdjW8tõeGâiXéUU,eêwúAÁÃ,124,124
375,ZiÊlHeQ646JI7O62,é0_clIY0cêâsbû,124,124
476,ébsk6V3,h1ãÇOEyuYZCIõõpcpk1tc,124,124
5,ÕÚEÃUâv,tékCDAzfG,124,124
4,jT4ÚpêÁ67û0ãÂãy,AhRâ4WÂOWAZbçGmPaÉmZ,124,124
31,A7RûYuÂÉnHÁwêiûL4xl,ûBK105iÉIûêpQtvNokRgc,124,124
249,ywoãÁxBkKg,ZnvKD6FyiDbÇEê8,124,124
376,ZÕÉWÇHpOÁuÕeÕÊHHá,Tgy_B9Pf8nJVsçGYxÛÂluRgrAvh1,124,124
477,MIÂ9Qãâç66P47_d2áÃtpixRnç,VddúZéJ,124,124
139,uGÛeFGÁâLciEpWrxiF_XYF553ã0CQ,vGJC2QZÚÃetff,124,124
30,zâojYHáMâ86eêfW8fahE3GlCs,ÕSúbÚ_,124,124
84,jSÃélYÇKetWh0nFpjkuq6_1,tÁãlyúIáq6ÁCÕ6ÂaTÉeVCn3,124,124
262,HhÕOtÂredBxcKçÛENfdN0ÊÉ,oPKGEÛX1tâáÕçBU7,124,124
377,ÉÁÂÉãéféâÂé_V,FKtxÕq,124,124
15,0FYápRã7ÛewÉMzúQS8xpÁBM,inwM1DÁjsêáxáûévNaAÛh,124,124
251,gõSûÇÊÇXa2Fda9,Û1KbEoBêJQPROMmYw22Ft,124,124
478,jâJ5_tátCõgDjmy7YJYPrcc,QÚõWykphçúêFûÂS,124,124
70,áhkÂÕmûsrBú7mO,siG7JáTKçQxhTlh,124,124
132,4kEúástúQm8RõEÇÉ9dâOPzbûÛxnÇ,Ût_GKáTÇûõúlHuNmnMa6J,124,124
259,çbkrJlÁãqj,B8JYL9_tÚJrMÇfá,124,124
140,sttcabyT1KÊ9XÁã,siHOJâW,124,124
13,Bp1çJsS8,áPuCÚÕ_RÉgâX,124,124
256,_ÂdÕi8XEûL2_OõvRe1êGÃ,ÇDNcFx,124,124
378,xTdãú1aKkÇ5VÉÕXZBsnHVcOâÊ,s8OvhÇf6spÊDgwáQq20iãTÂuWBêê4ã,124,124
479,pYû24uhzÊÛseQç72dm51sd,GõNhfKI6MdcPikzx7IÊ,124,124
27,yGK8o703Ú05ÃWyrÕwÃs,áÊ4ÂaeiÉMbG4,124,124
92,EzÂKÉRrÇGfDDfuG5QQICmiyÇ9ÁgÛ,It9G6fGDi8,124,124
130,Õ74ew_GLZjgb7Éipd0_9ájAeHP9êio,WxSF90êY6D2EûxgÊ,124,124
29,BÉR3âjbqtPiÛAP156BJL,xÂVÛVikOÛoYNOlwbh0u64XXrxaLxd,124,124
85,Ãndf5Ê2tRYãtWPMDY8É1b8pp8k84,5535WKp1ZE6bgMV,124,124
264,ZvS72HOjBzc_écÕÕiÊYohz1xsnÃBv,VyQw1kz2qNnixi0uÇ,124,124
260,ÛA7RZ3,eIÕ9hGbgc,124,124
379,n6QvuW,NgnkGÚ1z0ç0STâRÕ61g1,124,124
2,XpÛÉqÃ78oápz,U3ÃVA0ÛÉlââAéeáÕ1Fã,124,124
261,eyCGnõtÃ_zõõlyR9,5áV7eh9et,124,124
480,b7eçÕkYtxjÛUrkH6,BrRQJ_8zQ1nrFHUu5FpêKh,124,124
380,ÃgÕWFUhWEt1Gêq7IMAnwng2,E8QêLFÚáEÃPbORw2gGúÇj4úév6,124,124
138,jÚnLXÉIPÊ488gi0éTpé5aÇGoNW,L9l4ÂuÚG06MupÕ9ÁÂPIãKlf,124,124
28,ÁtEÊÕQyU4ÉÉUGyGnLÕÕ0OKx2tgU,ZtbÉHÉbezJfÚpútfÇ,124,124
481,e1loãh,BXx926ÂwtêTIõVVq,124,124
82,NriQÚoAmIEáKzud7õvÛdÉUÊÉEoÕ7n,xDÉyL_u6HsS_Ûb,124,124
297,C32mÚGpaût8UCvgAoEO,AÚuÃQÇICkM7M9hAXG,124,124
115,ÂCWêVjmõZÁÂyY_q76TqfLuG8mz,vg6ÕfQMLêkTOûûmJÃúOpsCáIaÇW,124,124
182,93jEgÃ4iÃGÚõoéDs0,10ÕMAmVyXHzQlFF7ÊÂÉkkKssL,124,124
415,4û4Éy7Á4Bõe6ÕbLMEâpméaÇeMÂ,wtleûvNvéIbpÕYâ0d_úiI,124,124
